0	5.08962801340202e-17
0.0349066	5.08086379898656e-17
0.0698132	5.05456842067555e-17
0.10472	5.01073457725744e-17
0.139626	4.94935638469047e-17
0.174533	4.87042865225114e-17
0.20944	4.77396596639091e-17
0.244346	4.66001245582516e-17
0.279253	4.52864621465186e-17
0.314159	4.38002447054185e-17
0.349066	4.21438002588065e-17
0.383972	4.03208828324669e-17
0.418879	3.83366995932872e-17
0.453786	3.6198759815663e-17
0.488692	3.39173351007947e-17
0.523599	3.15059541820683e-17
0.558505	2.89827007184414e-17
0.593412	2.63706132404569e-17
0.628319	2.36992331810702e-17
0.663225	2.10054959454824e-17
0.698132	1.83345448206012e-17
0.733038	1.57410957372826e-17
0.767945	1.32891345973815e-17
0.802851	1.10518033105903e-17
0.837758	9.10842321470537e-18
0.872665	7.5397789757648e-18
0.907571	6.41860151918829e-18
0.942478	5.79466678836591e-18
0.977384	5.67354769431986e-18
1.01229	5.98941902469052e-18
1.0472	6.57873421903034e-18
1.0821	7.17061570336999e-18
1.11701	7.42948217294105e-18
1.15192	7.09508196626579e-18
1.18682	6.24715782759975e-18
1.22173	5.55107062835858e-18
1.25664	5.9706253640629e-18
1.29154	7.32314451739717e-18
1.32645	7.3611569141106e-18
1.36136	6.23436390378361e-18
1.39626	6.34152081830154e-18
1.43117	6.68411355632212e-18
1.46608	7.20055555695726e-18
1.50098	6.66442836691628e-18
1.53589	6.71898026620092e-18
1.5708	8.32038063464871e-18
